Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
678F,Lena and Queries,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Geometry computational geometry,data structures|divide and conquer|geometry,131,0.857,Hard,0.003112674
678E,Another Sith Tournament,Bitmasks|Dynamic programming,bitmasks|dp,554,0.728,Medium,0.0131635223
678D,Iterated Linear Function,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,1526,0.489,Medium,0.0362590885
678C,Joty and Chocolate,Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,implementation|math|number theory,2614,0.489,Medium,0.0621109157
678B,The Same Calendar,Implementation problems programming technics simulation,implementation,2093,0,Easy,0.0497315022
678A,Johny Likes Numbers,Implementation problems programming technics simulation,implementation,4466,0,Easy,0.1061160481
677E,Vanya and Balloons,Binary search|Brute force|Dynamic programming|Implementation problems programming technics simulation,binary search|brute force|dp|implementation,351,0.706,Medium,0.0083400656
677D,Vanya and Treasure,Heaps binary search trees segment trees hash tables etc|Graphs,data structures|graphs,789,0.739,Hard,0.0187473269
677C,Vanya and Label,Implementation problems programming technics simulation,implementation,3408,0,Easy,0.080977047
677B,Vanya and Food Processor,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,4453,0.366,Easy,0.1058071568
677A,Vanya and Fence,Implementation problems programming technics simulation,implementation,8085,0,Easy,0.1921066388
676E,The Last Fight Between Human and AI,Mathematics including integration differential equations etc,math,636,0.366,Easy,0.0151119137
676D,Theseus and labyrinth,Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,implementation|shortest paths,1165,0.732,Hard,0.0276814142
676C,Vasya and String,Binary search|Dynamic programming|Two pointers,binary search|dp|two pointers,3715,0.706,Medium,0.0882716343
676B,Pyramid of Glasses,Implementation problems programming technics simulation,implementation,3448,0,Easy,0.0819274818
676A,Nicholas and Permutation,Implementation problems programming technics simulation,implementation,6467,0,Easy,0.1536615502
675E,Trains and Statistic,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms,data structures|dp|greedy,859,0.739,Hard,0.0204105878
675D,Tree Construction,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,2061,0.756,Hard,0.0489711543
675C,Money Transfers,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,data structures|greedy|sortings,1956,0.739,Hard,0.0464762629
675B,Restoring Painting,Brute force|Constructive algorithms|Mathematics including integration differential equations etc,brute force|constructive algorithms|math,4375,0.433,Medium,0.1039538089
675A,Infinite Sequence,Mathematics including integration differential equations etc,math,6611,0.366,Easy,0.1570831155
673B,Problems for Round,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2450,0.353,Easy,0.058214133
673A,Bear and Game,Implementation problems programming technics simulation,implementation,4450,0,Easy,0.1057358742
672B,Different is Good,Constructive algorithms|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,constructive algorithms|implementation|strings,5547,0.433,Medium,0.1318015492
672A,Summer Camp,Implementation problems programming technics simulation,implementation,6218,0,Easy,0.1477450934
671E,Organizing a Race,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,21,0.739,Hard,0.0004989783
671D,Roads in Yusland,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms,data structures|dp|greedy,181,0.739,Hard,0.0043007176
671C,Ultimate Weirdness of an Array,Heaps binary search trees segment trees hash tables etc|Number theory: Euler function GCD divisibility etc,data structures|number theory,290,0.739,Hard,0.0068906525
671B,Robin Hood,Binary search|Greedy algorithms,binary search|greedy,1565,0.582,Medium,0.0371857625
671A,Recycling Bottles,Dynamic programming|Greedy algorithms,dp|greedy,2520,0.706,Medium,0.0598773939
670F,Restore a Number,Constructive algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,constructive algorithms|strings,556,0.433,Medium,0.0132110441
670E,Correct Bracket Sequence Editor,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,1720,0.739,Hard,0.0408686974
670D2,Magic Powder - 2,Binary search,binary search,2764,0.582,Medium,0.0656750463
670D1,Magic Powder - 1,Binary search|Brute force,binary search|brute force,3356,0.582,Medium,0.0797414817
670C,Cinema,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3643,0.275,Easy,0.0865608516
670B,Game of Robots,Implementation problems programming technics simulation,implementation,5026,0,Easy,0.1194221356
670A,Holidays,Brute force|Constructive algorithms,brute force|constructive algorithms,6053,0.433,Medium,0.1438245497
669A,Little Artem and Presents,Mathematics including integration differential equations etc,math,4403,0.366,Easy,0.1046191132
667B,Coat of Anticubism,Constructive algorithms|Geometry computational geometry,constructive algorithms|geometry,3299,0.781,Hard,0.0783871121
667A,Pouring Rain,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,3695,0.781,Hard,0.0877964169
666E,Forensic Examination,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc,data structures|string suffix structures,62,0.825,Hard,0.001473174
666D,Chain Reaction,Brute force,brute force,74,0.298,Easy,0.0017583044
666C,Codeword,Combinatorics,combinatorics,320,0.687,Medium,0.0076034786
666B,World Tour,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,985,0.732,Hard,0.0234044575
666A,Reberland Linguistics,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,2010,0.706,Medium,0.0477593499
665F,Four Divisors,Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dp|math|number theory,86,0.706,Medium,0.0020434349
665E,Beautiful Subarrays,Heaps binary search trees segment trees hash tables etc|Divide and Conquer,data structures|divide and conquer,482,0.857,Hard,0.0114527396
665D,Simple Subset,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,988,0.433,Medium,0.0234757402
665C,Simple Strings,Dynamic programming|Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|greedy|strings,2286,0.706,Medium,0.0543173502
665B,Shopping,Brute force,brute force,1630,0.298,Easy,0.0387302191
665A,Buses Between Cities,Implementation problems programming technics simulation,implementation,1269,0,Easy,0.0301525448
664A,Complicated GCD,Mathematics including integration differential equations etc,math,4747,0.366,Easy,0.1127928527
663A,Rebus,Constructive algorithms|Parsing expression grammar|Greedy algorithms|Mathematics including integration differential equations etc,constructive algorithms|expression parsing|greedy|math,1884,0.713,Medium,0.0447654802
662E,To Hack or not to Hack,Brute force|Dynamic programming|Greedy algorithms,brute force|dp|greedy,51,0.706,Medium,0.0012118044
662D,International Olympiad,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|greedy|implementation|math,1079,0.433,Medium,0.0256379794
662C,Binary Table,Bitmasks|Brute force|Divide and Conquer|Dynamic programming|Fast Fourier transform|Mathematics including integration differential equations etc,bitmasks|brute force|divide and conquer|dp|fft|math,245,0.926,Hard,0.0058214133
662B,Graph Coloring,Dfs and similar,dfs and similar,699,0.645,Medium,0.0166088485
662A,Gambling Nim,Bitmasks|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations|Probabilities expected values statistics random variables etc,bitmasks|math|matrices|probabilities,88,0.861,Hard,0.0020909566
661H,Rotate Matrix,,,28,0.938,Hard,0.0006653044
661G,Hungarian Notation,,,28,0.938,Hard,0.0006653044
661F,Primes in Interval,,,65,0.938,Hard,0.0015444566
661E,Divisibility Check,,,51,0.938,Hard,0.0012118044
661D,Maximal Difference,,,82,0.938,Hard,0.0019483914
661C,Array Sum,,,93,0.938,Hard,0.002209761
661B,Seasons,,,179,0.938,Hard,0.0042531958
661A,Lazy Caterer Sequence,,,438,0.938,Hard,0.0104072613
660F,Bear and Bowling 4,Binary search|Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Ternary search,binary search|data structures|geometry|ternary search,190,0.781,Hard,0.0045145654
660E,Different Subsets For All Tuples,Combinatorics,combinatorics,265,0.687,Medium,0.0062966307
660D,Number of Parallelograms,Geometry computational geometry,geometry,1190,0.781,Hard,0.028275436
660C,Hard Process,Binary search|Dynamic programming|Two pointers,binary search|dp|two pointers,2016,0.706,Medium,0.0479019151
660B,Seating On Bus,Implementation problems programming technics simulation,implementation,2643,0,Easy,0.062799981
660A,Co-prime Array,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2880,0.353,Easy,0.0684313073
659G,Fence Divercity,Combinatorics|Dynamic programming,combinatorics|dp,498,0.706,Medium,0.0118329136
659F,Polycarp and Hay,Dfs and similar|Disjoint set union|Graphs|Sortings orderings,dfs and similar|dsu|graphs|sortings,939,0.705,Medium,0.0223114575
659E,New Reform,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Graphs|Greedy algorithms,data structures|dfs and similar|dsu|graphs|greedy,2650,0.739,Hard,0.0629663071
659D,Bicycle Race,Geometry computational geometry|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,geometry|implementation|math,3207,0.781,Hard,0.076201112
659C,Tanya and Toys,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,5005,0.353,Easy,0.1189231573
659B,Qualifying Contest,Sortings orderings,sortings,3844,0.275,Easy,0.0913367866
659A,Round House,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6979,0.366,Easy,0.1658271159
658A,Bear and Reverse Radewoosh,Implementation problems programming technics simulation,implementation,3147,0,Easy,0.0747754598
656G,You're a Professional,,,335,0.938,Hard,0.0079598917
656F,Ace It!,,,279,0.938,Hard,0.0066292829
656E,Out of Controls,,,480,0.938,Hard,0.0114052179
656D,Rosetta Problem,,,272,0.938,Hard,0.0064629568
656C,Without Text,,,382,0.938,Hard,0.0090766526
656B,Scrambled,Implementation problems programming technics simulation,implementation,1147,0,Easy,0.0272537186
656A,Da Vinci Powers,,,1650,0.938,Hard,0.0392054365
653G,Move by Prime,Combinatorics,combinatorics,101,0.687,Medium,0.0023998479
653F,Paper task,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc,data structures|string suffix structures,250,0.825,Hard,0.0059402176
653E,Bear and Forgotten Tree 2,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,481,0.705,Medium,0.0114289788
653D,Delivery Bears,Binary search|Graph network flows,binary search|flows,794,0.877,Hard,0.0188661313
653C,Bear and Up-Down,Brute force|Implementation problems programming technics simulation,brute force|implementation,1124,0.298,Easy,0.0267072186
653B,Bear and Compressing,Brute force|Dfs and similar|Dynamic programming|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|dfs and similar|dp|strings,2518,0.706,Medium,0.0598298722
653A,Bear and Three Balls,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,3896,0.298,Easy,0.0925723519
652F,Ants on a Circle,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,77,0.433,Medium,0.001829587
652E,Pursuit For Artifacts,Dfs and similar|Disjoint set union|Graphs|Trees,dfs and similar|dsu|graphs|trees,347,0.756,Hard,0.0082450221
652D,Nested Segments,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,1018,0.739,Hard,0.0241885663
